_id,name,star,comment
658b9c6400c11fd0474165de,gjgj****,평점 별 5점 중,삼실에서 사용하려고 구매했는데 어제 배송도착해서 완충하고 오늘 아침 출근하자마자 청소시작~ 흡입력 좋고~ 다들 만족하더라구요 ㅎ 이번에 집 이사가는데 집에서 사용하려고 재주문하려구요!!
658b9c6400c11fd0474165e0,sepi***,평점 별 5점 중,가격때가 딱이다 싶어 구입했어요\n핸디형으로 분리가 되는줄알았는데 아니네요^^
658b9c6400c11fd0474165e2,아이유77,평점 별 5점 중,생각보다 좋내요\n흡입력은 괜찮습니다\n이것보다 강력한거 원하면\n강력 모터 달린거 구매하세요\n일상가정집에서는 좋아요 ㅎㅎ
658b9c6400c11fd0474165e4,wash****,평점 별 5점 중,잘 빨아들이고 분리 편하고 작은공간 청소하기 좋아요.헌데 밑에 목부분이 부드럽게 움직이지않고 위로 들리면 걸려서 안내려가요.다시 발로 눌러야 펴지고. 복잡해지기 귀찮아서 그냥 사용하는데 그것 외에는 편해요.
658b9c6500c11fd0474165e6,dmsg******,평점 별 5점 중,사용하기편해무선청소기를자주이용하는데타사제품사용하다고장이나찾다가이번엔요걸로구입해봅니다\n모양색상다맘에들고조립도간편해서좋은데청소하다가보면청소기헤드부분자꾸들려발로눌러내려야하는게조끔불편하네요\n다른건다좋아요
658b9c6500c11fd0474165e8,haku***,평점 별 5점 중,"소음은 별로 없고 , 안무겁고 , 잘빨아들이네요\n다만 자꾸 스탠드가 되요;; 그건 좀 불편하네요;;\n내가 세울려고 하는게 아닌데 자꾸 세우려고 하는거 처럼 각도가 되서 \n청소하는데 좀 불편해요 다시 내려줘야해서;;\n그거 빼곤 퍼팩트 하네요"
658b9c6500c11fd0474165ea,jina****************,평점 별 5점 중,한달 이상 쓰고 만족합니다\n가볍고잘 움직이고 \n가성비 갑이고 \n써브청소기로 삿는데.\n본청소기 거의 안쓰고 있어요
658b9c6500c11fd0474165ec,juwo*******,평점 별 5점 중,테팔무선청소긴 첨인데 조아요 잘되요 예뻐요 만족햐요
658b9c6500c11fd0474165ee,ehdt******,평점 별 5점 중,가격대비 만족해요. 지금 두개 사용중인데 (타사제품) 한개가 배터리가 없어 사용을 못해 한개  더 구입했어요 . 배터리 갈러 가야 하는데 귀찮아요 배터리가 비싸기도 하구요. 일단 잘 됩니다
658b9c6500c11fd0474165f0,anne******,평점 별 5점 중,가볍고 저렴해서 테팔의 에어포스 시리즈를 좋아합니다 여러개 사용해왔구요.\n이번에는 사무실용으로 구입했는데\n11일 주문해서 24일이 되어서야 온전한 제품을 받게 되어 유감입니다
658b9c6500c11fd0474165f2,best****,평점 별 5점 중,유선청소기 고장나서 무선으로 구입했는데 가성비 좋고\n사용하기 편해요~~
658b9c6500c11fd0474165f4,튤립향기,평점 별 5점 중,생각보다 조금 무겁지만 사용하기엔 불편하지 않아요.. 어머니가 빨간색 좋아하시는데 검정색이라 좀 아쉽네요.. 박스엔 빨간색이라 기대했는데;; 오자마자 충전하는데 잘 서있네요~ 이제 성능만 좋으면 더 바랄 게 없을 듯!!
658b9c6500c11fd0474165f6,ajh5***,평점 별 5점 중,힘은쎄요  근데  머리가 안돌아가고 또 머리가 안빠져서 좁은데 쓸수잇는 청소기를 또 사야할듯요
658b9c6500c11fd0474165f8,sun5***,평점 별 5점 중,테팔청소기는  처음써봤는데  흡입력도 괜찮네요 필터통이 편한것같아요
658b9c6500c11fd0474165fa,2184***************,평점 별 5점 중,아들 자취방에 주문해 주었어요\n무선이라 편하고  좋다고 연락왔어요\n고장 안나고 오래 사용했으면 합니다
658b9c6500c11fd0474165fc,week***,평점 별 5점 중,"처음 사본 무선청소기. 생각보다 흡입력이 많이 약하지만, 가볍고, 세워두기 편한 건 큰 장점. 저렴하게 잘 샀음"
658b9c6500c11fd0474165fe,dogg****,평점 별 5점 중,아주 좋아요\n회사에서도 쓰고있는데 친구 청소기가 고장났다고해서 같은걸로 선물했어요\n아주 맘에 든다고합니다 잘쓰겠습니다\n빠른배송 감사해요^^
658b9c6500c11fd047416600,lgcj****,평점 별 5점 중,저렴한 가격에 흡입력도 굿. 무게도 가벼워서 본가 어르신댁에서 잘 이용하고 있습니다
658b9c6500c11fd047416602,haje**,평점 별 5점 중,소음은 좀 나는편이고 성능은 괜찮아요~\n충전하면 오래 못가는거 같아요....
658b9c6500c11fd047416604,yumi**,평점 별 5점 중,부모님댁에 유선청소기가 불편해서 \n냉큼 샀는데 무겁진 않아요. 흡입력이 강하진 않아요.\n청소통이 아래부분에 있어서 소파밑에 안들어가요.\n그래도 무선이라서 자주 청소할수있어서 좋아요.
658b9c6500c11fd047416606,lxfo******,평점 별 5점 중,할인하길래 바로 샀어요\n배송 빠르고 잘 흡입 됩니당\n작은평수라서 잘쓸것 같아요
658b9c6500c11fd047416608,ths0***,평점 별 5점 중,상품이 모든게 무난합니다 가격 대비 사용하기 가볍고 편하고 좋습니다
